FAVC,FCVC,NCP,CAEC,CH2O,CALC
yes,3.0,3.0,Sometimes,2.768141,Sometimes
yes,3.0,3.0,Sometimes,1.71659,Sometimes
yes,3.0,3.0,Sometimes,2.094901,Sometimes
yes,3.0,3.0,Sometimes,2.347322,Sometimes
yes,3.0,3.0,Sometimes,2.331123,Sometimes
yes,3.0,3.0,Sometimes,1.757105,Sometimes
yes,3.0,3.0,Sometimes,2.506631,Sometimes
yes,3.0,3.0,Sometimes,2.48707,Sometimes
yes,3.0,3.0,Sometimes,2.320068,Sometimes
yes,3.0,3.0,Sometimes,1.650612,Sometimes
yes,3.0,3.0,Sometimes,1.610768,Sometimes
yes,3.0,3.0,Sometimes,1.796267,Sometimes
yes,3.0,3.0,Sometimes,1.728139,Sometimes
yes,3.0,3.0,Sometimes,2.00513,Sometimes
yes,3.0,3.0,Sometimes,2.054193,Sometimes
yes,3.0,3.0,Sometimes,2.852339,Sometimes
yes,3.0,3.0,Sometimes,2.863513,Sometimes
